"","Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes","FrassFall link:","https://anecdata.org/projects/view/488","Year","jday.Set","jday.Collected","frass.mg.d","frass.no.d","jday"
"793","Botanical Garden",2018-05-22,"08:43:00",2018-05-25,"09:49:00","8DCV",16,33,"Funnel/Paper",NA,NA,NA,"2018",142.363194444444,145.409027777778,5.25307797537622,10.8344733242135,143.5
"794","Botanical Garden",2018-05-22,"17:35:00",2018-05-25,"08:40:00","1DBN",1.9,25,"Funnel/Paper",NA,NA,NA,"2018",142.732638888889,145.361111111111,0.722853368560104,9.51122853368558,143.5
"795","Botanical Garden",2018-05-22,"08:57:00",2018-05-25,"09:31:00","6DCN",2.1,15,"Funnel/Paper",NA,NA,NA,"2018",142.372916666667,145.396527777778,0.694533762057878,4.96095544327056,143.5
"796","Botanical Garden",2018-05-22,"09:07:00",2018-05-25,"09:17:00","5DCL",1.7,12,"Funnel/Paper",NA,NA,NA,"2018",142.379861111111,145.386805555556,0.565357967667434,3.9907621247113,143.5
"797","Botanical Garden",2018-05-22,"08:46:00",2018-05-25,"09:37:00","7DCT",1.1,6,"Funnel/Paper",NA,NA,NA,"2018",142.365277777778,145.400694444444,0.36238846945779,1.97666437886068,143.5
"798","Botanical Garden",2018-05-22,"09:23:00",2018-05-25,"08:57:00","3DBY",0.7,5,"Funnel/Paper",NA,NA,NA,"2018",142.390972222222,145.372916666667,0.23474615742897,1.67675826734979,143.5
"799","Botanical Garden",2018-05-22,"09:14:00",2018-05-25,"09:08:00","4DCE",1.9,5,"Funnel/Paper",NA,NA,NA,"2018",142.384722222222,145.380555555556,0.634214186369957,1.66898470097357,143.5
"800","Botanical Garden",2018-05-22,"09:05:00",2018-05-25,"09:16:00","5DCF",2.7,20,"Funnel/Paper",NA,NA,NA,"2018",142.378472222222,145.386111111111,0.897714153775109,6.64973447240821,143.5
"801","Botanical Garden",2018-05-25,"08:48:00",2018-05-29,"09:46:00","2DBS",3.2,11,"Funnel/Paper",NA,NA,NA,"2018",145.366666666667,149.406944444444,0.792024750773465,2.72258508078379,147
"802","Botanical Garden",2018-05-25,"09:19:00",2018-05-29,"09:24:00","5DCL",0.1,15,"Funnel/Paper",NA,NA,NA,"2018",145.388194444444,149.391666666667,0.024978317432784,3.7467476149176,147
"803","Botanical Garden",2018-05-25,"08:42:00",2018-05-29,"09:58:00","1DBP",3.6,9,"Funnel/Paper",NA,NA,NA,"2018",145.3625,149.415277777778,0.888279643591501,2.22069910897875,147
"804","Botanical Garden",2018-05-25,"09:10:00",2018-05-29,"09:32:00","4DCE",0.7,8,"Funnel/Paper",NA,NA,NA,"2018",145.381944444444,149.397222222222,0.174334140435836,1.99239017640956,147
"805","Botanical Garden",2018-05-25,"09:32:00",2018-05-29,"09:11:00","6DCN",2.6,12,"Funnel/Paper",NA,NA,NA,"2018",145.397222222222,149.382638888889,0.652378463146888,3.0109775222164,147
"806","Botanical Garden",2018-05-25,"09:40:00",2018-05-29,"09:02:00","7DCQ",1.5,13,"Funnel/Paper",NA,NA,NA,"2018",145.402777777778,149.376388888889,0.377490387976231,3.27158336246067,147
"807","Botanical Garden",2018-05-25,"08:49:00",2018-05-29,"09:47:00","2DBR",0.2,5,"Funnel/Paper",NA,NA,NA,"2018",145.367361111111,149.407638888889,0.0495015469233412,1.23753867308353,147
"808","Botanical Garden",2018-05-25,"09:19:00",2018-05-29,"09:19:00","5DCF",2.1,7,"Funnel/Paper","Filter was folded over the lip of  the funnel",NA,NA,"2018",145.388194444444,149.388194444444,0.525,1.75,147
"809","Botanical Garden",2018-05-25,"09:29:00",2018-05-29,"09:31:00","4DCD",2.7,10,"Funnel/Paper",NA,NA,NA,"2018",145.395138888889,149.396527777778,0.67476570635196,2.499132245748,147
"810","Botanical Garden",2018-05-25,"08:59:00",2018-05-29,"09:30:00","3DBY",NA,NA,"Funnel/Paper","Destroyed; bottom blown out",NA,NA,"2018",145.374305555556,149.395833333333,NA,NA,147
"811","Botanical Garden",2018-05-25,"08:47:00",2018-05-29,"08:52:00","8DCW",6.5,8,"Funnel/Paper",NA,NA,NA,"2018",145.365972222222,149.369444444444,1.62359063313096,1.99826539462272,147
"812","Botanical Garden",2018-05-25,"08:59:00",2018-05-29,"09:40:00","3DBV",12.7,26,"Funnel/Paper",NA,NA,NA,"2018",145.374305555556,149.402777777778,3.15255990346493,6.45405964488884,147
"813","Botanical Garden",2018-05-25,"09:51:00",2018-05-29,"08:53:00","8DCV",1.2,7,"Funnel/Paper",NA,NA,NA,"2018",145.410416666667,149.370138888889,0.303051560855839,1.76780077165906,147
"814","Botanical Garden",2018-05-25,"09:32:00",2018-05-29,"09:11:00","6DCM",1.7,10,"Funnel/Paper","edges ripped",NA,NA,"2018",145.397222222222,149.382638888889,0.426555148980657,2.50914793518034,147
"815","Botanical Garden",2018-05-25,"08:42:00",2018-05-29,"09:59:00","1DBM",3.9,20,"Funnel/Paper",NA,NA,NA,"2018",145.3625,149.415972222222,0.962138084632519,4.93404145965394,147
"816","Prairie Ridge",2018-05-24,"10:30:00",2018-05-31,"09:03:00","7DAL",1.5,6,"Funnel/Paper",NA,NA,NA,"2018",144.4375,151.377083333333,0.21615130591414,0.86460522365656,147.5
"817","Prairie Ridge",2018-05-24,"10:15:00",2018-05-31,"09:15:00","11DBF",1,4,"Funnel/Paper",NA,NA,NA,"2018",144.427083333333,151.385416666667,0.1437125748503,0.574850299401199,147.5
"818","Prairie Ridge",2018-05-24,"10:22:00",2018-05-31,"09:15:00","11DBB",5.6,22,"Funnel/Paper",NA,NA,NA,"2018",144.431944444444,151.385416666667,0.80535304104664,3.16388694696894,147.5
"819","Prairie Ridge",2018-05-24,"10:10:00",2018-05-31,"09:26:00","6DAD",6,8,"Funnel/Paper",NA,NA,NA,"2018",144.423611111111,151.393055555556,0.860900757273816,1.14786767636509,147.5
"820","Prairie Ridge",2018-05-24,"10:30:00",2018-05-31,"09:01:00","10DAX",5.2,24,"Funnel/Paper",NA,NA,NA,"2018",144.4375,151.375694444444,0.749474527074368,3.4591132018817,147.5
"821","Prairie Ridge",2018-05-24,"09:34:00",2018-05-31,"09:55:00","3CZP",3.1,17,"Funnel/Paper","blown out of funnel",NA,NA,"2018",144.398611111111,151.413194444444,0.441936441936441,2.42352242352242,147.5
"822","Prairie Ridge",2018-05-24,"09:25:00",2018-05-31,"10:07:00","2CZI",1.3,10,"Funnel/Paper",NA,NA,NA,"2018",144.392361111111,151.421527777778,0.184943687018376,1.4226437462952,147.5
"823","Prairie Ridge",2018-05-24,"09:45:00",2018-05-31,"09:38:00","4CZS",2,8,"Funnel/Paper",NA,NA,NA,"2018",144.40625,151.401388888889,0.285912836295046,1.14365134518018,147.5
"824","Prairie Ridge",2018-05-24,"09:15:00",2018-05-31,"10:24:00","9DAV",9.8,24,"Funnel/Paper","edges folded over the funnel",NA,NA,"2018",144.385416666667,151.433333333333,1.39048182086905,3.40526160212828,147.5
"825","Prairie Ridge",2018-05-24,"09:20:00",2018-05-31,"10:12:00","1CZE",5.1,13,"Funnel/Paper",NA,NA,NA,"2018",144.388888888889,151.425,0.724832214765099,1.84761152783261,147.5
"826","Prairie Ridge",2018-05-24,"10:02:00",2018-05-31,"09:33:00","12DBK",8.6,14,"Funnel/Paper",NA,NA,NA,"2018",144.418055555556,151.397916666667,1.23211620734255,2.00577057009253,147.5
"827","Prairie Ridge",2018-05-24,"09:52:00",2018-05-31,"09:40:00","5DAA",6,18,"Funnel/Paper",NA,NA,NA,"2018",144.411111111111,151.402777777778,0.858164481525625,2.57449344457687,147.5
"828","Botanical Garden",2018-05-29,"09:01:00",2018-06-01,"10:19:00","7DCT",1.5,3,"Funnel/Paper",NA,NA,NA,"2018",149.375694444444,152.429861111111,0.49113233287858,0.98226466575716,150.5
"829","Botanical Garden",2018-05-29,"09:04:00",2018-06-01,"10:15:00","7DCQ",7.3,46,"Funnel/Paper","trap tilted",NA,NA,"2018",149.377777777778,152.427083333333,2.39398770211795,15.0854019585515,150.5
"830","Botanical Garden",2018-05-29,"08:56:00",2018-06-01,"10:26:00","8DCV",0.7,7,"Funnel/Paper",NA,NA,NA,"2018",149.372222222222,152.434722222222,0.228571428571429,2.28571428571429,150.5
"831","Botanical Garden",2018-05-29,"09:15:00",2018-06-01,"10:07:00","6DCN",5.1,4,"Funnel/Paper",NA,NA,NA,"2018",149.385416666667,152.421527777778,1.67978042086001,1.3174748398902,150.5
"832","Botanical Garden",2018-05-29,"08:54:00",2018-06-01,"10:24:00","8DCW",5.3,24,"Funnel/Paper",NA,NA,NA,"2018",149.370833333333,152.433333333333,1.73061224489796,7.83673469387755,150.5
"833","Botanical Garden",2018-05-29,"09:34:00",2018-06-01,"09:43:00","4DCD",1.8,5,"Funnel/Paper",NA,NA,NA,"2018",149.398611111111,152.404861111111,0.5987525987526,1.66320166320167,150.5
"834","Botanical Garden",2018-05-29,"09:21:00",2018-06-01,"09:50:00","5DCF",4.2,33,"Funnel/Paper",NA,NA,NA,"2018",149.389583333333,152.409722222222,1.39066452057943,10.9266498045527,150.5
"835","Botanical Garden",2018-05-29,"09:34:00",2018-06-01,"09:39:00","4DCE",1.4,6,"Funnel/Paper",NA,NA,NA,"2018",149.398611111111,152.402083333333,0.466127167630057,1.99768786127167,150.5
"836","Botanical Garden",2018-05-29,"09:40:00",2018-06-01,"09:26:00","3DBY",1,6,"Funnel/Paper",NA,NA,NA,"2018",149.402777777778,152.393055555556,0.334417092429169,2.00650255457501,150.5
"837","Botanical Garden",2018-05-29,"09:48:00",2018-06-01,"09:15:00","2DBS",2.5,10,"Funnel/Paper",NA,NA,NA,"2018",149.408333333333,152.385416666667,0.839748075577329,3.35899230230932,150.5
"838","Botanical Garden",2018-05-29,"09:41:00",2018-06-01,"09:28:00","3DBV",NA,NA,"Funnel/Paper","All of the frass exploded into a powder, nothing was salvageable",NA,NA,"2018",149.403472222222,152.394444444444,NA,NA,150.5
"839","Botanical Garden",2018-05-29,"09:15:00",2018-06-01,"10:03:00","6DCM",5.5,18,"Funnel/Paper",NA,NA,NA,"2018",149.385416666667,152.41875,1.81318681318681,5.93406593406594,150.5
"840","Botanical Garden",2018-05-29,"10:00:00",2018-06-01,"08:58:00","1DBM",9.8,83,"Funnel/Paper",NA,NA,NA,"2018",149.416666666667,152.373611111111,3.31423203381869,28.069516204791,150.5
"841","Botanical Garden",2018-05-29,"09:25:00",2018-06-01,"09:52:00","5DCI",3.5,6,"Funnel/Paper",NA,NA,NA,"2018",149.392361111111,152.411111111111,1.15942028985508,1.98757763975156,150.5
"842","Botanical Garden",2018-05-29,"09:48:00",2018-06-01,"09:16:00","2DBR",2.6,10,"Funnel/Paper",NA,NA,NA,"2018",149.408333333333,152.386111111111,0.873134328358206,3.35820895522387,150.5
"843","Botanical Garden",2018-05-29,"10:00:00",2018-06-01,"09:04:00","1DBP",8.6,24,"Funnel/Paper",NA,NA,NA,"2018",149.416666666667,152.377777777778,2.90431519699813,8.10506566604128,150.5
"844","Prairie Ridge",0018-05-31,"10:27:00",2018-06-04,"09:01:00","9DAV",3,5,"Funnel/Paper",NA,NA,NA,"2018",151.435416666667,155.375694444444,0.761367641875223,1.26894606979204,153
"845","Prairie Ridge",0018-05-31,"09:34:00",2018-06-04,"09:37:00","12DBK",11.3,12,"Funnel/Paper",NA,NA,NA,"2018",151.398611111111,155.400694444444,2.82352941176471,2.99843831337845,153
"846","Prairie Ridge",0018-05-31,"10:09:00",2018-06-04,"09:14:00","2CZI",2.9,14,"Funnel/Paper",NA,NA,NA,"2018",151.422916666667,155.384722222222,0.731989482909731,3.53374233128835,153
"847","Prairie Ridge",0018-05-31,"10:32:00",2018-06-04,"08:55:00","10DAX",11.9,31,"Funnel/Paper","edges folded over",NA,NA,"2018",151.438888888889,155.371527777778,3.02595797280594,7.88274766025078,153
"848","Prairie Ridge",0018-05-31,"10:15:00",2018-06-04,"09:06:00","1CZE",30.9,121,"Funnel/Paper",NA,NA,NA,"2018",151.427083333333,155.379166666667,7.81866104375332,30.6167633104904,153
"849","Prairie Ridge",0018-05-31,"09:50:00",2018-06-04,"09:28:00","4CZS",6,7,"Funnel/Paper",NA,NA,NA,"2018",151.409722222222,155.394444444444,1.50575113279889,1.75670965493203,153
"850","Prairie Ridge",0018-05-31,"09:15:00",2018-06-04,"09:55:00","11DBF",44.2,42,"Funnel/Paper",NA,NA,NA,"2018",151.385416666667,155.413194444444,10.9737931034482,10.4275862068965,153
"851","Prairie Ridge",0018-05-31,"09:05:00",2018-06-04,"10:02:00","7DAL",9.2,21,"Funnel/Paper",NA,NA,NA,"2018",151.378472222222,155.418055555556,2.27746260959258,5.19855595667871,153
"852","Prairie Ridge",0018-05-31,"09:28:00",2018-06-04,"09:50:00","6DAD",15.7,47,"Funnel/Paper",NA,NA,NA,"2018",151.394444444444,155.409722222222,3.91006572120373,11.7052922864061,153
"853","Prairie Ridge",0018-05-31,"09:16:00",2018-06-04,"10:00:00","11DBB",5.2,10,"Funnel/Paper","Paper folded over",NA,NA,"2018",151.386111111111,155.416666666667,1.29014472777395,2.48104755341145,153
"854","Botanical Garden",2018-06-01,"10:21:00",2018-06-05,"08:47:00","7DCT",1.2,7,"Funnel/Paper",NA,NA,NA,"2018",152.43125,156.365972222222,0.304977056124251,1.77903282739147,154
"855","Botanical Garden",2018-06-01,"10:15:00",2018-06-05,"08:47:00","7DCQ",3.1,9,"Funnel/Paper",NA,NA,NA,"2018",152.427083333333,156.365972222222,0.787023977433008,2.2849083215797,154
"856","Botanical Garden",2018-06-01,"10:26:00",2018-06-05,"08:38:00","8DCV",16.1,28,"Funnel/Paper",NA,NA,NA,"2018",152.434722222222,156.359722222222,4.1019108280255,7.13375796178347,154
"857","Botanical Garden",2018-06-01,"10:25:00",2018-06-05,"08:34:00","8DCW",7.2,8,"Funnel/Paper",NA,NA,NA,"2018",152.434027777778,156.356944444444,1.83536909187466,2.03929899097185,154
"858","Botanical Garden",2018-06-01,"09:15:00",2018-06-05,"09:45:00","4DCD",9.2,37,"Funnel/Paper",NA,NA,NA,"2018",152.385416666667,156.40625,2.2880829015544,9.20207253886008,154
"859","Botanical Garden",2018-06-01,"09:53:00",2018-06-05,"09:05:00","5DCF",2.7,11,"Funnel/Paper",NA,NA,NA,"2018",152.411805555556,156.378472222222,0.680672268907563,2.77310924369748,154
"860","Botanical Garden",2018-06-01,"09:40:00",2018-06-05,"09:16:00","4DCE",2.6,11,"Funnel/Paper",NA,NA,NA,"2018",152.402777777778,156.386111111111,0.652719665271964,2.76150627615062,154
"861","Botanical Garden",2018-06-01,"09:27:00",2018-06-05,"09:26:00","3DBY",3.1,17,"Funnel/Paper",NA,NA,NA,"2018",152.39375,156.393055555556,0.775134571974305,4.25073797534296,154
"862","Botanical Garden",2018-06-01,"09:15:00",2018-06-05,"09:34:00","2DBS",2.3,16,"Funnel/Paper",NA,NA,NA,"2018",152.385416666667,156.398611111111,0.573109534521542,3.98684893580204,154
"863","Botanical Garden",2018-06-01,"10:04:00",2018-06-05,"08:58:00","6DCM",8.6,30,"Funnel/Paper",NA,NA,NA,"2018",152.419444444444,156.373611111111,2.17492096944153,7.5869336143309,154
"864","Botanical Garden",2018-06-01,"09:01:00",2018-06-05,"09:44:00","1DBM",3.4,32,"Funnel/Paper",NA,NA,NA,"2018",152.375694444444,156.405555555556,0.843701533689467,7.94072031707733,154
"865","Botanical Garden",2018-06-01,"09:53:00",2018-06-05,"09:03:00","5DCI",1.7,7,"Funnel/Paper",NA,NA,NA,"2018",152.411805555556,156.377083333333,0.428721541155868,1.76532399299475,154
"866","Botanical Garden",2018-06-01,"09:16:00",2018-06-05,"09:35:00","2DBR",2.1,7,"Funnel/Paper",NA,NA,NA,"2018",152.386111111111,156.399305555556,0.523273922824021,1.7442464094134,154
"867","Botanical Garden",2018-06-01,"09:05:00",2018-06-05,"09:45:00","1DBP",9.4,33,"Funnel/Paper",NA,NA,NA,"2018",152.378472222222,156.40625,2.33379310344828,8.19310344827588,154
"868","Prairie Ridge",2018-06-04,"10:04:00",2018-06-07,"09:11:00","7DAL",11.1,13,"Funnel/Paper",NA,NA,NA,"2018",155.419444444444,158.382638888889,3.74595734708226,4.38715725333959,156.5
"869","Prairie Ridge",2018-06-04,"09:57:00",2018-06-07,"09:18:00","11DBF",22.4,25,"Funnel/Paper",NA,NA,NA,"2018",155.414583333333,158.3875,7.53468815697268,8.40925017519272,156.5
"870","Prairie Ridge",2018-06-04,"10:01:00",2018-06-07,"09:18:00","11DBB",4,44,"Funnel/Paper",NA,NA,NA,"2018",155.417361111111,158.3875,1.34673836801497,14.8141220481647,156.5
"871","Prairie Ridge",2018-06-04,"09:52:00",2018-06-07,"09:27:00","6DAD",10.3,61,"Funnel/Paper",NA,NA,NA,"2018",155.411111111111,158.39375,3.45331781140859,20.451688009313,156.5
"872","Prairie Ridge",2018-06-04,"10:57:00",2018-06-07,"10:27:00","10DAX",6.5,18,"Funnel/Paper",NA,NA,NA,"2018",155.45625,158.435416666667,2.18181818181819,6.04195804195806,156.5
"873","Prairie Ridge",2018-06-04,"09:22:00",2018-06-07,"09:52:00","3CZP",22.4,51,"Funnel/Paper",NA,NA,NA,"2018",155.390277777778,158.411111111111,7.41517241379315,16.8827586206898,156.5
"874","Prairie Ridge",2018-06-04,"09:16:00",2018-06-07,"10:12:00","2CZI",8,19,"Funnel/Paper",NA,NA,NA,"2018",155.386111111111,158.425,2.63254113345521,6.25228519195612,156.5
"875","Prairie Ridge",2018-06-04,"09:30:00",2018-06-07,"09:49:00","4CZS",0.8,13,"Funnel/Paper",NA,NA,NA,"2018",155.395833333333,158.409027777778,0.265498962894678,4.31435814703852,156.5
"876","Prairie Ridge",2018-06-04,"09:03:00",2018-06-07,"10:20:00","9DAV",1.7,40,"Funnel/Paper",NA,NA,NA,"2018",155.377083333333,158.430555555556,0.5567432340232,13.0998408005459,156.5
"877","Prairie Ridge",2018-06-04,"09:08:00",2018-06-07,"10:16:00","1CZE",2.2,11,"Funnel/Paper",NA,NA,NA,"2018",155.380555555556,158.427777777778,0.72196900638104,3.6098450319052,156.5
"878","Prairie Ridge",2018-06-04,"09:39:00",2018-06-07,"09:32:00","12DBK",1.1,3,"Funnel/Paper",NA,NA,NA,"2018",155.402083333333,158.397222222222,0.367261766751683,1.00162300023186,156.5
"879","Prairie Ridge",2018-06-04,"09:41:00",2018-06-07,"09:35:00","5DAA",7.7,17,"Funnel/Paper",NA,NA,NA,"2018",155.403472222222,158.399305555556,2.57023643949933,5.6745479833102,156.5
"880","Botanical Garden",2018-06-05,"08:50:00",2018-06-08,"09:51:00","7DCT",2.3,6,"Funnel/Paper",NA,NA,NA,"2018",156.368055555556,159.410416666667,0.755991782698012,1.97215247660351,157.5
"881","Botanical Garden",2018-06-05,"08:49:00",2018-06-08,"09:50:00","7DCQ",3.4,9,"Funnel/Paper",NA,NA,NA,"2018",156.367361111111,159.409722222222,1.11755307007532,2.95822871490526,157.5
"882","Botanical Garden",2018-06-05,"08:40:00",2018-06-08,"10:01:00","8DCV",8.2,10,"Funnel/Paper",NA,NA,NA,"2018",156.361111111111,159.417361111111,2.68302658486707,3.27198364008179,157.5
"883","Botanical Garden",2018-06-05,"08:55:00",2018-06-08,"09:42:00","6DCN",6,29,"Funnel/Paper",NA,NA,NA,"2018",156.371527777778,159.404166666667,1.97847492557819,9.56262880696127,157.5
"884","Botanical Garden",2018-06-05,"08:40:00",2018-06-08,"10:00:00","8DCW",6.4,7,"Funnel/Paper",NA,NA,NA,"2018",156.361111111111,159.416666666667,2.09454545454546,2.2909090909091,157.5
"885","Botanical Garden",2018-06-05,"09:17:00",2018-06-08,"09:20:00","4DCD",6.8,22,"Funnel/Paper",NA,NA,NA,"2018",156.386805555556,159.388888888889,2.26509368494101,7.32824427480916,157.5
"886","Botanical Garden",2018-06-05,"09:04:00",2018-06-08,"09:32:00","5DCF",2.6,13,"Funnel/Paper",NA,NA,NA,"2018",156.377777777778,159.397222222222,0.861085556577737,4.30542778288868,157.5
"887","Botanical Garden",2018-06-05,"09:17:00",2018-06-08,"09:26:00","4DCE",1.3,28,"Funnel/Paper",NA,NA,NA,"2018",156.386805555556,159.393055555556,0.432432432432433,9.31392931392933,157.5
"888","Botanical Garden",2018-06-05,"09:27:00",2018-06-08,"09:12:00","3DBY",0.8,14,"Funnel/Paper",NA,NA,NA,"2018",156.39375,159.383333333333,0.267595818815333,4.68292682926832,157.5
"889","Botanical Garden",2018-06-05,"09:37:00",2018-06-08,"08:58:00","2DBS",2.9,18,"Funnel/Paper",NA,NA,NA,"2018",156.400694444444,159.373611111111,0.975473020322356,6.05466012613876,157.5
"890","Botanical Garden",2018-06-05,"09:28:00",2018-06-08,"09:14:00","3DBV",1,16,"Funnel/Paper",NA,NA,NA,"2018",156.394444444444,159.384722222222,0.334417092429169,5.3506734788667,157.5
"891","Botanical Garden",2018-06-05,"09:00:00",2018-06-08,"09:45:00","6DCM",3.6,23,"Funnel/Paper",NA,NA,NA,"2018",156.375,159.40625,1.18762886597938,7.58762886597938,157.5
"892","Botanical Garden",2018-06-05,"09:46:00",2018-06-08,"08:53:00","1DBM",4.7,25,"Funnel/Paper",NA,NA,NA,"2018",156.406944444444,159.370138888889,1.58612608389968,8.43684087180682,157.5
"893","Botanical Garden",2018-06-05,"09:05:00",2018-06-08,"09:33:00","5DCI",1.7,21,"Funnel/Paper",NA,NA,NA,"2018",156.378472222222,159.397916666667,0.563017479300828,6.95492180312787,157.5
"894","Botanical Garden",2018-06-05,"09:35:00",2018-06-08,"09:00:00","2DBR",1.6,12,"Funnel/Paper",NA,NA,NA,"2018",156.399305555556,159.375,0.53768961493582,4.03267211201865,157.5
"895","Botanical Garden",2018-06-05,"09:47:00",2018-06-08,"08:50:00","1DBP",3.6,24,"Funnel/Paper",NA,NA,NA,"2018",156.407638888889,159.368055555556,1.21604503870515,8.10696692470097,157.5
"896","Prairie Ridge",2018-06-07,"09:13:00",2018-06-11,"10:09:00","7DAL",10.5,14,"Funnel/Paper",NA,NA,NA,"2018",158.384027777778,162.422916666667,2.59972489683631,3.46629986244842,160
"897","Prairie Ridge",2018-06-07,"09:20:00",2018-06-11,"10:05:00","11DBF",43.6,44,"Funnel/Paper",NA,NA,NA,"2018",158.388888888889,162.420138888889,10.815503875969,10.9147286821705,160
"898","Prairie Ridge",2018-06-07,"09:18:00",2018-06-11,"10:00:00","11DBB",8,23,"Funnel/Paper",NA,NA,NA,"2018",158.3875,162.416666666667,1.98552223371251,5.70837642192347,160
"899","Prairie Ridge",2018-06-07,"09:28:00",2018-06-11,"09:51:00","6DAD",15.7,25,"Funnel/Paper",NA,NA,NA,"2018",158.394444444444,162.410416666667,3.90938959017811,6.22514265951929,160
"900","Prairie Ridge",2018-06-07,"10:28:00",2018-06-11,"08:56:00","10DAX",0.1,1,"Funnel/Paper","edge folded over",NA,NA,"2018",158.436111111111,162.372222222222,0.0254057868736767,0.254057868736767,160
"901","Prairie Ridge",2018-06-07,"09:52:00",2018-06-11,"09:25:00","3CZP",19.9,36,"Funnel/Paper",NA,NA,NA,"2018",158.411111111111,162.392361111111,4.99843014128726,9.04238618524329,160
"902","Prairie Ridge",2018-06-07,"10:13:00",2018-06-11,"09:16:00","2CZI",4.6,22,"Funnel/Paper",NA,NA,NA,"2018",158.425694444444,162.386111111111,1.16149395055234,5.55497106785901,160
"903","Prairie Ridge",2018-06-07,"09:49:00",2018-06-11,"09:34:00","4CZS",21.9,3,"Funnel/Paper",NA,NA,NA,"2018",158.409027777778,162.398611111111,5.48929503916448,0.751958224543079,160
"904","Prairie Ridge",2018-06-07,"10:20:00",2018-06-11,"09:03:00","9DAV",13.3,15,"Funnel/Paper","edge folded over",NA,NA,"2018",158.430555555556,162.377083333333,3.37005102938588,3.80080943163821,160
"905","Prairie Ridge",2018-06-07,"10:17:00",2018-06-11,"09:11:00","1CZE",4.1,22,"Funnel/Paper",NA,NA,NA,"2018",158.428472222222,162.382638888889,1.03688092729188,5.56375131717596,160
"906","Prairie Ridge",2018-06-07,"09:33:00",2018-06-11,"09:48:00","12DBH",2.4,12,"Funnel/Paper",NA,NA,NA,"2018",158.397916666667,162.408333333333,0.59844155844156,2.9922077922078,160
"907","Prairie Ridge",2018-06-07,"09:42:00",2018-06-11,"09:40:00","5DAA",13.6,24,"Funnel/Paper",NA,NA,NA,"2018",158.404166666667,162.402777777778,3.40118096561307,6.00208405696424,160
"908","Botanical Garden",2018-06-08,"09:51:00",2018-06-12,"09:03:00","7DCT",1.8,8,"Funnel/Paper",NA,NA,NA,"2018",159.410416666667,163.377083333333,0.453781512605042,2.01680672268907,161
"909","Botanical Garden",2018-06-08,"09:52:00",2018-06-12,"09:06:00","7DCQ",2.5,10,"Funnel/Paper",NA,NA,NA,"2018",159.411111111111,163.379166666667,0.630031501575077,2.52012600630031,161
"910","Botanical Garden",2018-06-08,"10:03:00",2018-06-12,"08:57:00","8DCV",6.5,13,"Funnel/Paper",NA,NA,NA,"2018",159.41875,163.372916666667,1.64383561643835,3.2876712328767,161
"911","Botanical Garden",2018-06-08,"09:45:00",2018-06-12,"09:19:00","6DCN",7.1,8,"Funnel/Paper",NA,NA,NA,"2018",159.40625,163.388194444444,1.78304848273456,2.00906871294035,161
"912","Botanical Garden",2018-06-08,"10:00:00",2018-06-12,"08:52:00","8DCW",7.2,8,"Funnel/Paper",NA,NA,NA,"2018",159.416666666667,163.369444444444,1.82150386507379,2.02389318341532,161
"913","Botanical Garden",2018-06-08,"09:22:00",2018-06-12,"09:40:00","4DCD",4.2,18,"Funnel/Paper",NA,NA,NA,"2018",159.390277777778,163.402777777778,1.04672897196262,4.48598130841123,161
"914","Botanical Garden",2018-06-08,"09:34:00",2018-06-12,"09:27:00","5DCF",0,1,"Funnel/Paper","*frass not heavy enough to make a difference on the scale",NA,NA,"2018",159.398611111111,163.39375,0,0.25030418911872,161
"915","Botanical Garden",2018-06-08,"09:27:00",2018-06-12,"09:45:00","4DCE",0,0,"Funnel/Paper","any frass that was present has dissolved into powder",NA,NA,"2018",159.39375,163.40625,0,0,161
"916","Botanical Garden",2018-06-08,"09:13:00",2018-06-12,"09:53:00","3DBY",0.8,8,"Funnel/Paper",NA,NA,NA,"2018",159.384027777778,163.411805555556,0.198620689655173,1.98620689655173,161
"917","Botanical Garden",2018-06-08,"09:00:00",2018-06-12,"10:11:00","2DBS",4.2,12,"Funnel/Paper",NA,NA,NA,"2018",159.375,163.424305555556,1.03721488595438,2.96347110272681,161
"918","Botanical Garden",2018-06-08,"09:16:00",2018-06-12,"09:57:00","3DBV",0.2,6,"Funnel/Paper",NA,NA,NA,"2018",159.386111111111,163.414583333333,0.0496466126529911,1.48939837958973,161
"919","Botanical Garden",2018-06-08,"09:42:00",2018-06-12,"09:16:00","6DCM",8,8,"Funnel/Paper",NA,NA,NA,"2018",159.404166666667,163.386111111111,2.00906871294035,2.00906871294035,161
"920","Botanical Garden",2018-06-08,"08:55:00",2018-06-12,"10:18:00","1DBM",1,9,"Funnel/Paper",NA,NA,NA,"2018",159.371527777778,163.429166666667,0.246448742084545,2.2180386787609,161
"921","Botanical Garden",2018-06-08,"09:34:00",2018-06-12,"09:31:00","5DCI",0.7,5,"Funnel/Paper",NA,NA,NA,"2018",159.398611111111,163.396527777778,0.175091193329859,1.25065138092757,161
"922","Botanical Garden",2018-06-08,"09:00:00",2018-06-12,"10:04:00","2DBR",0.5,4,"Funnel/Paper",NA,NA,NA,"2018",159.375,163.419444444444,0.123626373626373,0.989010989010987,161
